9465097	1.0	12566713	11158207	11145916	11883199	12857908
11581419	1.0	11287582	9420209	8709207	11160736	12610128
8553535	1.0	8709207	12518224	11044077	9650960	11886254
7778283	1.0	8709207	8601783	7494284	9298727	8973339
11044077	1.0	12518224	9568045	8553535	9784363	9650960
9420209	1.0	11287582	11040122	8709207	10559364	11581419
11040122	1.0	7666533	9420209	9557678	8551571	9372953
11160736	1.0	12610128	11163673	12560332	10364381	12857908
12560332	1.0	11160736	12610128	8709207	11287582	9650960
10364505	1.0	9568045	10873782	8709207	11044077	9420209
12533712	1.0	11044077	11160736	12610128	11682199	8289365
9568045	1.0	10873782	11499923	11044077	10364505	8709207
12857908	1.0	11878901	10233949	12050360	11602792	11163673
9784363	1.0	11044077	8709207	12033775	9811779	8289365
8957669	1.0	8957670	9234794	11145916	9650960	10573627
7831768	1.0	12518224	9650960	8553535	11886254	8709207
9636375	1.0	12857908	11163673	7595373	10364381	8806551
12610128	1.0	11160736	11287582	12560332	8709207	9018146
11121865	1.0	10918034	11044077	9469843	12518224	9343214
7815562	1.0	12610128	8709207	8615005	12663788	11160736
8151305	1.0	7494284	8825715	9650960	11160736	9032384
9018146	1.0	8709207	12610128	7523700	11160736	11287582
8178438	1.0	8764516	8553535	8200503	8139029	9650960
8709207	1.0	8553535	11287582	7933109	12610128	12518224
12566713	1.0	9465097	12663770	11883199	10362134	11158207
7561785	1.0	12208977	12663788	8178438	12706096	12857908
11287582	1.0	8709207	9420209	12610128	12560332	12663788
11967289	1.0	12890615	9311816	9261437	12584306	8709207
11886254	1.0	12518224	12857908	8553535	11878901	9650960
12518224	1.0	8553535	11044077	11886254	9650960	7831768
10712890	1.0	11158207	9465097	12566713	11145916	10971133
8525612	1.0	11289806	8709207	7933109	9420209	9018146
12033775	1.0	9784363	11287582	8709207	11044077	10873782
12663788	1.0	11243812	9060658	8289365	11287582	12857908
8289365	1.0	11160736	7491757	11044077	12663788	8553535
12208977	1.0	12033769	14517069	7561785	12663788	7491757
7745672	1.0	7933109	8615005	8709207	9060652	9650960
12840887	1.0	8709207	11499923	11160736	11044077	10873782
12482659	1.0	11160736	9420209	8289365	7491757	12560332
12050360	1.0
9311816	1.0
11163673	1.0
8139029	1.0
12890615	1.0
7523700	1.0
10918034	1.0
7494284	1.0
9811779	1.0
9261437	1.0
9060658	1.0
10873782	1.0
10573627	1.0
7933109	1.0
7491757	1.0
7595373	1.0
11243812	1.0
11158207	1.0
8957670	1.0
8601783	1.0
9298727	1.0
7666533	1.0
9372953	1.0
10233949	1.0
12663770	1.0
8615005	1.0
9557678	1.0
8825715	1.0
9032384	1.0
12706096	1.0
12033769	1.0
8764516	1.0
11878901	1.0
11499923	1.0
8973339	1.0
10364381	1.0
9650960	1.0
9234794	1.0
8551571	1.0
11682199	1.0
10362134	1.0
11883199	1.0
10559364	1.0
8200503	1.0
8806551	1.0
9343214	1.0
9469843	1.0
10971133	1.0
11145916	1.0
11602792	1.0
9060652	1.0
12584306	1.0
11289806	1.0
14517069	1.0
